dyad,speaker,session,sentence,duration(s),size(K),file_name
0304,4,solo,57,5.13,442.16,d0304_4_solo555_57_mono.wav
0506,5,solo,59,11.69,1007.36,d0506_5_solo555_59_mono.wav
1920,19,solo,14,4.05,348.86,d1920_19_solo555_14_mono.wav
1920,19,solo,15,4.13,356.07,d1920_19_solo555_15_mono.wav
0910,10,solo,7,8.97,772.32,d0910_10_solo555_7_mono.wav
0910,10,solo,6,11.77,1013.47,d0910_10_solo555_6_mono.wav
1314,13,solo,59,8.01,689.8,d1314_13_solo555_59_mono.wav
1516,16,solo,64,5.07,436.44,d1516_16_solo555_64_mono.wav
1314,13,solo,58,9.21,793.4,d1314_13_solo555_58_mono.wav
1516,16,solo,65,10.57,910.18,d1516_16_solo555_65_mono.wav
1516,15,solo,50,5.6,482.37,d1516_15_solo555_50_mono.wav
1516,15,solo,51,8.06,694.54,d1516_15_solo555_51_mono.wav
1718,17,solo,76,6.65,572.76,d1718_17_solo555_76_mono.wav
1112,12,solo,65,5.97,513.98,d1112_12_solo555_65_mono.wav
1112,12,solo,64,4.82,414.93,d1112_12_solo555_64_mono.wav
1718,17,solo,77,7.5,646.05,d1718_17_solo555_77_mono.wav
1314,13,solo,10,6.12,527.4,d1314_13_solo555_10_mono.wav
1314,13,solo,11,5.56,478.57,d1314_13_solo555_11_mono.wav
0910,9,solo,66,5.71,491.73,d0910_9_solo555_66_mono.wav
0910,9,solo,67,5.18,446.51,d0910_9_solo555_67_mono.wav
0910,10,solo,66,5.55,478.14,d0910_10_solo555_66_mono.wav
0910,10,solo,67,5.37,462.3,d0910_10_solo555_67_mono.wav
0506,5,solo,11,6.94,597.83,d0506_5_solo555_11_mono.wav
0102,2,solo,76,7.07,608.78,d0102_2_solo555_76_mono.wav
1112,11,solo,18,7.5,646.04,d1112_11_solo555_18_mono.wav
0506,5,solo,10,7.39,636.61,d0506_5_solo555_10_mono.wav
0102,2,solo,77,7.85,676.19,d0102_2_solo555_77_mono.wav
1112,11,solo,19,6.8,585.74,d1112_11_solo555_19_mono.wav
1112,12,solo,9,2.97,255.51,d1112_12_solo555_9_mono.wav
1920,20,solo,22,4.15,357.49,d1920_20_solo555_22_mono.wav
1112,12,solo,8,4.82,414.94,d1112_12_solo555_8_mono.wav
1920,20,solo,23,6.93,597.29,d1920_20_solo555_23_mono.wav
0506,6,solo,25,6.97,600.7,d0506_6_solo555_25_mono.wav
0102,1,solo,42,5.72,492.44,d0102_1_solo555_42_mono.wav
0506,6,solo,24,8.21,707.0,d0506_6_solo555_24_mono.wav
0102,1,solo,43,7.97,686.25,d0102_1_solo555_43_mono.wav
1516,15,solo,19,6.45,555.58,d1516_15_solo555_19_mono.wav
1516,15,solo,18,8.05,693.4,d1516_15_solo555_18_mono.wav
1112,12,solo,18,7.45,641.72,d1112_12_solo555_18_mono.wav
0102,1,solo,76,6.2,534.06,d0102_1_solo555_76_mono.wav
0506,6,solo,11,5.94,511.61,d0506_6_solo555_11_mono.wav
1112,12,solo,19,3.8,327.32,d1112_12_solo555_19_mono.wav
0102,1,solo,77,7.78,670.5,d0102_1_solo555_77_mono.wav
0506,6,solo,10,6.11,526.04,d0506_6_solo555_10_mono.wav
1718,18,solo,33,7.17,617.27,d1718_18_solo555_33_mono.wav
1920,20,solo,16,6.18,532.6,d1920_20_solo555_16_mono.wav
1718,18,solo,32,4.12,354.56,d1718_18_solo555_32_mono.wav
1920,20,solo,17,8.45,727.83,d1920_20_solo555_17_mono.wav
0910,9,solo,52,8.73,752.26,d0910_9_solo555_52_mono.wav
0304,3,solo,6,9.92,854.27,d0304_3_solo555_6_mono.wav
0910,9,solo,53,4.83,416.34,d0910_9_solo555_53_mono.wav
0304,3,solo,7,7.72,664.68,d0304_3_solo555_7_mono.wav
1516,16,solo,19,6.45,555.6,d1516_16_solo555_19_mono.wav
0304,3,solo,36,11.08,954.65,d0304_3_solo555_36_mono.wav
1314,13,solo,24,5.77,497.23,d1314_13_solo555_24_mono.wav
0304,3,solo,37,9.7,835.5,d0304_3_solo555_37_mono.wav
1516,16,solo,18,9.41,810.23,d1516_16_solo555_18_mono.wav
1314,13,solo,25,5.64,485.77,d1314_13_solo555_25_mono.wav
0102,2,solo,42,4.23,364.68,d0102_2_solo555_42_mono.wav
0506,5,solo,25,5.81,500.12,d0506_5_solo555_25_mono.wav
1314,14,solo,39,6.22,536.03,d1314_14_solo555_39_mono.wav
0102,2,solo,43,13.18,1135.52,d0102_2_solo555_43_mono.wav
0506,5,solo,24,7.54,649.54,d0506_5_solo555_24_mono.wav
1314,14,solo,38,7.82,673.95,d1314_14_solo555_38_mono.wav
1920,19,solo,69,6.0,516.88,d1920_19_solo555_69_mono.wav
0910,10,solo,52,7.37,634.48,d0910_10_solo555_52_mono.wav
1920,19,solo,68,5.87,505.32,d1920_19_solo555_68_mono.wav
0910,10,solo,53,3.68,317.29,d0910_10_solo555_53_mono.wav
1516,15,solo,64,6.98,601.52,d1516_15_solo555_64_mono.wav
1516,16,solo,6,10.32,888.65,d1516_16_solo555_6_mono.wav
1516,15,solo,65,9.37,806.85,d1516_15_solo555_65_mono.wav
1516,16,solo,7,8.35,719.26,d1516_16_solo555_7_mono.wav
0506,5,solo,4,5.82,501.56,d0506_5_solo555_4_mono.wav
0506,6,solo,58,6.66,573.41,d0506_6_solo555_58_mono.wav
1718,17,solo,42,6.95,598.67,d1718_17_solo555_42_mono.wav
1112,12,solo,51,5.22,449.39,d1112_12_solo555_51_mono.wav
0506,6,solo,59,9.64,830.62,d0506_6_solo555_59_mono.wav
0506,5,solo,5,6.86,590.64,d0506_5_solo555_5_mono.wav
1112,12,solo,50,4.18,360.38,d1112_12_solo555_50_mono.wav
1718,17,solo,43,7.82,673.29,d1718_17_solo555_43_mono.wav
1920,19,solo,20,4.63,399.13,d1920_19_solo555_20_mono.wav
1920,19,solo,21,3.28,282.82,d1920_19_solo555_21_mono.wav
1112,11,solo,65,8.23,709.21,d1112_11_solo555_65_mono.wav
1314,14,solo,70,6.26,538.89,d1314_14_solo555_70_mono.wav
0304,4,solo,62,5.73,493.88,d0304_4_solo555_62_mono.wav
1314,14,solo,71,6.34,546.12,d1314_14_solo555_71_mono.wav
1112,11,solo,64,5.1,439.31,d1112_11_solo555_64_mono.wav
0304,4,solo,63,3.82,328.78,d0304_4_solo555_63_mono.wav
1516,16,solo,50,6.8,585.73,d1516_16_solo555_50_mono.wav
1516,16,solo,51,6.97,600.08,d1516_16_solo555_51_mono.wav
1516,15,solo,13,4.5,387.61,d1516_15_solo555_13_mono.wav
1516,15,solo,12,8.63,743.71,d1516_15_solo555_12_mono.wav
1112,12,solo,3,2.98,257.01,d1112_12_solo555_3_mono.wav
1920,20,solo,28,6.37,548.47,d1920_20_solo555_28_mono.wav
1112,12,solo,2,4.15,357.51,d1112_12_solo555_2_mono.wav
1920,20,solo,29,4.23,364.71,d1920_20_solo555_29_mono.wav
1112,12,solo,26,8.23,709.18,d1112_12_solo555_26_mono.wav
1718,17,solo,35,4.27,367.51,d1718_17_solo555_35_mono.wav
0102,1,solo,48,7.12,612.99,d0102_1_solo555_48_mono.wav
1112,11,solo,80,7.73,666.15,d1112_11_solo555_80_mono.wav
1718,17,solo,34,4.87,419.23,d1718_17_solo555_34_mono.wav
1112,12,solo,27,6.28,541.26,d1112_12_solo555_27_mono.wav
0102,1,solo,49,7.6,654.62,d0102_1_solo555_49_mono.wav
1920,19,solo,57,5.65,486.69,d1920_19_solo555_57_mono.wav
1920,19,solo,56,6.77,582.87,d1920_19_solo555_56_mono.wav
0102,1,solo,1,6.07,522.59,d0102_1_solo555_1_mono.wav
0304,4,solo,15,5.7,491.03,d0304_4_solo555_15_mono.wav
1112,11,solo,12,7.65,658.95,d1112_11_solo555_12_mono.wav
0304,4,solo,14,5.42,466.6,d0304_4_solo555_14_mono.wav
1112,11,solo,13,4.17,358.9,d1112_11_solo555_13_mono.wav
1516,16,solo,27,8.23,709.19,d1516_16_solo555_27_mono.wav
1516,16,solo,26,8.05,693.39,d1516_16_solo555_26_mono.wav
1516,15,solo,80,6.63,571.36,d1516_15_solo555_80_mono.wav
0506,6,solo,66,4.29,369.31,d0506_6_solo555_66_mono.wav
0506,6,solo,67,5.36,461.33,d0506_6_solo555_67_mono.wav
1920,20,solo,61,6.85,590.04,d1920_20_solo555_61_mono.wav
1718,18,solo,44,10.2,878.6,d1718_18_solo555_44_mono.wav
1920,20,solo,60,7.3,628.81,d1920_20_solo555_60_mono.wav
1718,18,solo,45,6.9,594.43,d1718_18_solo555_45_mono.wav
0910,9,solo,25,5.88,506.79,d0910_9_solo555_25_mono.wav
0910,9,solo,24,7.23,623.12,d0910_9_solo555_24_mono.wav
1314,13,solo,53,4.74,408.17,d1314_13_solo555_53_mono.wav
0304,3,solo,41,5.25,452.14,d0304_3_solo555_41_mono.wav
1314,13,solo,52,8.03,691.31,d1314_13_solo555_52_mono.wav
0304,3,solo,40,5.18,446.53,d0304_3_solo555_40_mono.wav
0102,2,solo,35,6.17,531.22,d0102_2_solo555_35_mono.wav
0506,5,solo,52,9.38,807.62,d0506_5_solo555_52_mono.wav
0102,2,solo,34,5.05,434.98,d0102_2_solo555_34_mono.wav
0506,5,solo,53,7.57,652.47,d0506_5_solo555_53_mono.wav
0910,10,solo,25,7.77,669.0,d0910_10_solo555_25_mono.wav
0910,10,solo,24,5.32,458.46,d0910_10_solo555_24_mono.wav
1516,15,solo,30,7.95,684.8,d1516_15_solo555_30_mono.wav
0910,9,solo,1,6.65,572.81,d0910_9_solo555_1_mono.wav
1516,15,solo,31,8.72,750.78,d1516_15_solo555_31_mono.wav
0102,2,solo,1,5.58,480.94,d0102_2_solo555_1_mono.wav
1718,17,solo,16,7.8,671.84,d1718_17_solo555_16_mono.wav
1718,17,solo,17,7.45,641.73,d1718_17_solo555_17_mono.wav
1920,19,solo,74,5.07,436.43,d1920_19_solo555_74_mono.wav
1920,19,solo,75,4.35,374.74,d1920_19_solo555_75_mono.wav
0304,4,solo,36,9.68,834.08,d0304_4_solo555_36_mono.wav
0506,5,solo,38,9.36,806.18,d0506_5_solo555_38_mono.wav
1314,14,solo,24,7.07,609.31,d1314_14_solo555_24_mono.wav
1112,11,solo,31,9.67,832.68,d1112_11_solo555_31_mono.wav
0506,5,solo,39,8.86,763.07,d0506_5_solo555_39_mono.wav
0304,4,solo,37,7.93,683.36,d0304_4_solo555_37_mono.wav
1112,11,solo,30,8.12,699.15,d1112_11_solo555_30_mono.wav
1314,14,solo,25,7.11,612.17,d1314_14_solo555_25_mono.wav
1314,13,solo,39,6.14,528.85,d1314_13_solo555_39_mono.wav
1314,13,solo,38,7.24,623.65,d1314_13_solo555_38_mono.wav
1112,11,solo,2,6.8,586.07,d1112_11_solo555_2_mono.wav
1112,11,solo,3,4.53,390.54,d1112_11_solo555_3_mono.wav
0102,1,solo,22,4.7,404.86,d0102_1_solo555_22_mono.wav
0506,6,solo,45,5.47,471.37,d0506_6_solo555_45_mono.wav
0102,1,solo,23,8.68,747.95,d0102_1_solo555_23_mono.wav
0506,6,solo,44,8.79,757.34,d0506_6_solo555_44_mono.wav
1920,20,solo,42,5.05,435.01,d1920_20_solo555_42_mono.wav
1718,18,solo,67,5.58,480.92,d1718_18_solo555_67_mono.wav
1920,20,solo,43,6.92,595.76,d1920_20_solo555_43_mono.wav
1718,18,solo,66,4.92,423.56,d1718_18_solo555_66_mono.wav
1314,13,solo,5,8.64,744.41,d1314_13_solo555_5_mono.wav
1314,13,solo,4,4.9,422.49,d1314_13_solo555_4_mono.wav
1516,15,solo,79,8.17,703.5,d1516_15_solo555_79_mono.wav
1516,15,solo,78,8.02,690.48,d1516_15_solo555_78_mono.wav
1314,13,solo,70,4.94,425.36,d1314_13_solo555_70_mono.wav
1920,19,solo,2,4.62,397.71,d1920_19_solo555_2_mono.wav
0304,3,solo,62,6.55,564.23,d0304_3_solo555_62_mono.wav
1314,13,solo,71,6.27,540.33,d1314_13_solo555_71_mono.wav
1920,19,solo,3,3.3,284.31,d1920_19_solo555_3_mono.wav
0304,3,solo,63,5.25,452.25,d0304_3_solo555_63_mono.wav
1112,11,solo,78,6.67,574.26,d1112_11_solo555_78_mono.wav
0102,2,solo,16,6.3,542.69,d0102_2_solo555_16_mono.wav
0506,5,solo,71,8.54,735.75,d0506_5_solo555_71_mono.wav
1112,11,solo,79,7.33,631.69,d1112_11_solo555_79_mono.wav
0102,2,solo,17,7.77,669.01,d0102_2_solo555_17_mono.wav
0506,5,solo,70,6.67,574.86,d0506_5_solo555_70_mono.wav
1718,17,solo,28,5.15,443.63,d1718_17_solo555_28_mono.wav
0102,1,solo,55,8.17,703.46,d0102_1_solo555_55_mono.wav
0506,6,solo,32,4.45,383.75,d0506_6_solo555_32_mono.wav
1718,17,solo,29,6.3,542.68,d1718_17_solo555_29_mono.wav
0102,1,solo,54,6.4,551.26,d0102_1_solo555_54_mono.wav
0506,6,solo,33,7.92,682.62,d0506_6_solo555_33_mono.wav
1718,18,solo,10,6.02,518.27,d1718_18_solo555_10_mono.wav
1920,20,solo,35,4.52,389.06,d1920_20_solo555_35_mono.wav
1718,18,solo,11,5.35,460.88,d1718_18_solo555_11_mono.wav
1920,20,solo,34,4.92,423.54,d1920_20_solo555_34_mono.wav
0910,9,solo,71,6.92,595.72,d0910_9_solo555_71_mono.wav
0910,9,solo,70,4.55,392.01,d0910_9_solo555_70_mono.wav
0304,3,solo,15,8.07,694.87,d0304_3_solo555_15_mono.wav
0304,3,solo,14,5.42,466.6,d0304_3_solo555_14_mono.wav
0102,2,solo,61,6.0,516.82,d0102_2_solo555_61_mono.wav
0102,2,solo,60,8.37,720.67,d0102_2_solo555_60_mono.wav
0910,10,solo,71,5.2,447.87,d0910_10_solo555_71_mono.wav
0910,10,solo,70,5.07,436.45,d0910_10_solo555_70_mono.wav
1516,15,solo,47,6.38,549.83,d1516_15_solo555_47_mono.wav
1516,15,solo,46,7.25,624.51,d1516_15_solo555_46_mono.wav
1718,18,solo,59,6.37,548.4,d1718_18_solo555_59_mono.wav
1718,18,solo,58,5.9,508.23,d1718_18_solo555_58_mono.wav
1718,17,solo,61,7.28,627.36,d1718_17_solo555_61_mono.wav
1112,12,solo,72,6.98,601.47,d1112_12_solo555_72_mono.wav
1112,12,solo,73,4.2,361.81,d1112_12_solo555_73_mono.wav
1718,17,solo,60,9.07,781.01,d1718_17_solo555_60_mono.wav
0910,10,solo,38,7.67,660.31,d0910_10_solo555_38_mono.wav
0910,10,solo,39,7.1,611.7,d0910_10_solo555_39_mono.wav
1920,20,solo,1,5.2,447.87,d1920_20_solo555_1_mono.wav
1112,11,solo,46,6.63,571.39,d1112_11_solo555_46_mono.wav
1314,14,solo,53,4.8,413.9,d1314_14_solo555_53_mono.wav
0102,2,solo,28,7.27,625.95,d0102_2_solo555_28_mono.wav
0304,4,solo,41,3.73,321.61,d0304_4_solo555_41_mono.wav
1516,15,solo,7,7.23,623.04,d1516_15_solo555_7_mono.wav
1314,14,solo,52,7.57,652.42,d1314_14_solo555_52_mono.wav
1112,11,solo,47,5.82,501.01,d1112_11_solo555_47_mono.wav
1516,15,solo,6,9.6,826.92,d1516_15_solo555_6_mono.wav
0304,4,solo,40,4.9,422.07,d0304_4_solo555_40_mono.wav
0102,2,solo,29,4.6,396.22,d0102_2_solo555_29_mono.wav
0506,6,solo,5,10.23,881.14,d0506_6_solo555_5_mono.wav
1516,16,solo,73,6.33,545.54,d1516_16_solo555_73_mono.wav
0506,6,solo,4,5.44,468.5,d0506_6_solo555_4_mono.wav
1516,16,solo,72,7.83,674.74,d1516_16_solo555_72_mono.wav
0910,9,solo,38,6.57,565.62,d0910_9_solo555_38_mono.wav
0910,9,solo,39,6.57,565.62,d0910_9_solo555_39_mono.wav
1112,11,solo,72,7.07,608.71,d1112_11_solo555_72_mono.wav
1314,14,solo,67,5.52,475.7,d1314_14_solo555_67_mono.wav
0304,4,solo,75,5.07,436.46,d0304_4_solo555_75_mono.wav
1314,14,solo,66,5.62,484.27,d1314_14_solo555_66_mono.wav
1112,11,solo,73,6.1,525.45,d1112_11_solo555_73_mono.wav
0304,4,solo,74,4.08,351.78,d0304_4_solo555_74_mono.wav
1920,19,solo,37,6.07,522.59,d1920_19_solo555_37_mono.wav
1920,19,solo,36,7.73,666.19,d1920_19_solo555_36_mono.wav
1920,19,solo,8,5.45,469.45,d1920_19_solo555_8_mono.wav
0304,3,solo,68,8.73,752.31,d0304_3_solo555_68_mono.wav
1516,16,solo,47,5.85,503.96,d1516_16_solo555_47_mono.wav
1920,19,solo,9,2.73,235.47,d1920_19_solo555_9_mono.wav
1516,16,solo,46,9.11,784.7,d1516_16_solo555_46_mono.wav
0304,3,solo,69,7.98,687.66,d0304_3_solo555_69_mono.wav
1516,15,solo,73,6.38,549.92,d1516_15_solo555_73_mono.wav
1516,15,solo,72,7.7,663.35,d1516_15_solo555_72_mono.wav
0102,1,solo,28,6.05,521.1,d0102_1_solo555_28_mono.wav
1718,17,solo,55,5.88,506.78,d1718_17_solo555_55_mono.wav
1112,12,solo,46,6.0,516.82,d1112_12_solo555_46_mono.wav
0102,1,solo,29,5.23,450.77,d0102_1_solo555_29_mono.wav
1112,12,solo,47,5.4,465.17,d1112_12_solo555_47_mono.wav
1718,17,solo,54,6.6,568.53,d1718_17_solo555_54_mono.wav
1920,20,solo,48,7.37,634.58,d1920_20_solo555_48_mono.wav
1920,20,solo,49,8.42,724.97,d1920_20_solo555_49_mono.wav
0304,3,solo,21,4.5,387.64,d0304_3_solo555_21_mono.wav
1314,13,solo,33,7.49,645.2,d1314_13_solo555_33_mono.wav
0304,3,solo,20,6.82,587.19,d0304_3_solo555_20_mono.wav
1314,13,solo,32,4.45,383.7,d1314_13_solo555_32_mono.wav
1112,11,solo,8,6.1,525.48,d1112_11_solo555_8_mono.wav
0910,9,solo,45,6.55,564.24,d0910_9_solo555_45_mono.wav
0910,9,solo,44,8.12,699.1,d0910_9_solo555_44_mono.wav
1112,11,solo,9,4.38,377.63,d1112_11_solo555_9_mono.wav
0910,10,solo,45,6.6,568.52,d0910_10_solo555_45_mono.wav
0910,10,solo,44,12.75,1098.24,d0910_10_solo555_44_mono.wav
0506,5,solo,32,4.49,386.56,d0506_5_solo555_32_mono.wav
0102,2,solo,55,5.23,450.8,d0102_2_solo555_55_mono.wav
0506,5,solo,33,13.33,1148.17,d0506_5_solo555_33_mono.wav
0102,2,solo,54,6.1,525.45,d0102_2_solo555_54_mono.wav
1718,18,solo,24,6.33,545.52,d1718_18_solo555_24_mono.wav
1718,18,solo,25,5.87,505.32,d1718_18_solo555_25_mono.wav
0102,1,solo,61,7.43,640.29,d0102_1_solo555_61_mono.wav
0102,1,solo,60,7.6,654.66,d0102_1_solo555_60_mono.wav
1314,13,solo,44,9.33,803.32,d1314_13_solo555_44_mono.wav
0304,3,solo,56,9.32,802.55,d0304_3_solo555_56_mono.wav
1516,16,solo,79,8.55,736.48,d1516_16_solo555_79_mono.wav
1314,13,solo,45,5.64,485.65,d1314_13_solo555_45_mono.wav
1516,16,solo,78,7.15,615.89,d1516_16_solo555_78_mono.wav
0304,3,solo,57,6.9,594.38,d0304_3_solo555_57_mono.wav
0910,9,solo,32,4.47,384.82,d0910_9_solo555_32_mono.wav
0910,9,solo,33,8.28,713.44,d0910_9_solo555_33_mono.wav
0910,10,solo,32,5.27,453.66,d0910_10_solo555_32_mono.wav
0910,10,solo,33,9.77,841.27,d0910_10_solo555_33_mono.wav
1314,14,solo,59,7.96,685.44,d1314_14_solo555_59_mono.wav
0506,5,solo,45,5.87,505.91,d0506_5_solo555_45_mono.wav
0102,2,solo,22,5.63,485.29,d0102_2_solo555_22_mono.wav
1314,14,solo,58,6.49,559.05,d1314_14_solo555_58_mono.wav
0506,5,solo,44,12.76,1099.36,d0506_5_solo555_44_mono.wav
0102,2,solo,23,8.93,769.48,d0102_2_solo555_23_mono.wav
1920,20,solo,76,5.28,455.11,d1920_20_solo555_76_mono.wav
1718,18,solo,53,3.92,337.42,d1718_18_solo555_53_mono.wav
1920,20,solo,77,6.3,542.68,d1920_20_solo555_77_mono.wav
1718,18,solo,52,7.93,683.38,d1718_18_solo555_52_mono.wav
0506,6,solo,71,5.56,478.55,d0506_6_solo555_71_mono.wav
0102,1,solo,16,5.88,506.78,d0102_1_solo555_16_mono.wav
1112,12,solo,78,4.83,416.34,d1112_12_solo555_78_mono.wav
0506,6,solo,70,4.1,353.56,d0506_6_solo555_70_mono.wav
0102,1,solo,17,8.23,709.25,d0102_1_solo555_17_mono.wav
1112,12,solo,79,7.55,650.34,d1112_12_solo555_79_mono.wav
1314,14,solo,10,7.69,662.5,d1314_14_solo555_10_mono.wav
1314,14,solo,11,7.09,610.75,d1314_14_solo555_11_mono.wav
1920,19,solo,40,4.62,397.58,d1920_19_solo555_40_mono.wav
1920,19,solo,41,3.35,288.56,d1920_19_solo555_41_mono.wav
1516,16,solo,30,8.57,737.91,d1516_16_solo555_30_mono.wav
1718,18,solo,4,3.32,285.66,d1718_18_solo555_4_mono.wav
1516,16,solo,31,9.77,841.29,d1516_16_solo555_31_mono.wav
1718,18,solo,5,6.55,564.24,d1718_18_solo555_5_mono.wav
1112,12,solo,31,8.33,717.82,d1112_12_solo555_31_mono.wav
1718,17,solo,22,7.13,614.44,d1718_17_solo555_22_mono.wav
0506,6,solo,38,7.89,679.77,d0506_6_solo555_38_mono.wav
0304,4,solo,5,5.75,495.35,d0304_4_solo555_5_mono.wav
1718,17,solo,1,6.35,546.97,d1718_17_solo555_1_mono.wav
1718,17,solo,23,10.32,888.61,d1718_17_solo555_23_mono.wav
1112,12,solo,30,7.03,605.84,d1112_12_solo555_30_mono.wav
0506,6,solo,39,7.17,617.9,d0506_6_solo555_39_mono.wav
0304,4,solo,4,4.9,422.1,d0304_4_solo555_4_mono.wav
1314,14,main0,80,4.72,406.24,d1314_14_main0_80_mono.wav
0506,6,main0,76,4.47,385.14,d0506_6_main0_76_mono.wav
0102,2,main0,58,5.67,488.42,d0102_2_main0_58_mono.wav
0910,9,main0,41,3.17,272.74,d0910_9_main0_41_mono.wav
1314,14,main0,6,6.22,536.05,d1314_14_main0_6_mono.wav
1718,17,main0,53,3.7,318.73,d1718_17_main0_53_mono.wav
0304,3,main0,45,5.47,471.1,d0304_3_main0_45_mono.wav
1314,14,main0,12,5.25,452.5,d1314_14_main0_12_mono.wav
1920,20,main0,4,4.23,364.73,d1920_20_main0_4_mono.wav
0506,5,main0,71,4.57,393.76,d0506_5_main0_71_mono.wav
1112,12,main0,22,2.95,254.39,d1112_12_main0_22_mono.wav
0102,2,main0,10,5.85,503.83,d0102_2_main0_10_mono.wav
1516,16,main0,44,10.26,884.02,d1516_16_main0_44_mono.wav
1314,13,main0,41,2.89,248.62,d1314_13_main0_41_mono.wav
0910,10,main0,16,5.49,472.48,d0910_10_main0_16_mono.wav
0506,5,main0,39,4.87,419.51,d0506_5_main0_39_mono.wav
1112,11,main0,1,5.47,471.02,d1112_11_main0_1_mono.wav
1112,12,main0,4,4.49,386.35,d1112_12_main0_4_mono.wav
1112,11,main0,25,6.42,552.84,d1112_11_main0_25_mono.wav
1920,20,main0,34,3.97,341.64,d1920_20_main0_34_mono.wav
0304,4,main0,16,5.85,504.09,d0304_4_main0_16_mono.wav
0102,1,main0,5,6.12,527.09,d0102_1_main0_5_mono.wav
0102,1,main0,17,7.62,656.2,d0102_1_main0_17_mono.wav
1516,15,main0,43,8.38,722.01,d1516_15_main0_43_mono.wav
1718,18,main0,2,4.48,386.18,d1718_18_main0_2_mono.wav
1112,12,main0,54,4.35,374.63,d1112_12_main0_54_mono.wav
1516,16,main0,32,4.52,389.45,d1516_16_main0_32_mono.wav
0102,2,main0,66,4.11,354.48,d0102_2_main0_66_mono.wav
0506,6,main0,48,6.51,560.51,d0506_6_main0_48_mono.wav
1920,19,main0,73,4.73,407.71,d1920_19_main0_73_mono.wav
1314,13,main0,37,8.72,751.29,d1314_13_main0_37_mono.wav
0910,10,main0,60,7.69,662.06,d0910_10_main0_60_mono.wav
1112,11,main0,53,4.02,346.04,d1112_11_main0_53_mono.wav
1516,15,main0,35,4.29,369.21,d1516_15_main0_35_mono.wav
0102,1,main0,61,6.82,587.04,d0102_1_main0_61_mono.wav
1920,20,main0,42,4.43,381.79,d1920_20_main0_42_mono.wav
0304,4,main0,60,6.65,572.91,d0304_4_main0_60_mono.wav
1718,18,main0,72,4.47,384.71,d1718_18_main0_72_mono.wav
0910,9,main0,37,6.85,589.97,d0910_9_main0_37_mono.wav
1718,17,main0,25,4.58,394.88,d1718_17_main0_25_mono.wav
0304,4,main0,28,5.8,499.53,d0304_4_main0_28_mono.wav
0102,1,main0,29,4.77,410.81,d0102_1_main0_29_mono.wav
0304,3,main0,33,6.48,558.18,d0304_3_main0_33_mono.wav
1314,14,main0,64,3.04,261.63,d1314_14_main0_64_mono.wav
0910,10,main0,28,5.82,501.08,d0910_10_main0_28_mono.wav
1718,17,main0,11,4.98,429.33,d1718_17_main0_11_mono.wav
0910,9,main0,7,5.57,479.37,d0910_9_main0_7_mono.wav
1516,15,main0,49,7.51,647.24,d1516_15_main0_49_mono.wav
0506,5,main0,33,6.57,566.02,d0506_5_main0_33_mono.wav
1314,14,main0,50,3.39,291.95,d1314_14_main0_50_mono.wav
0506,6,main0,34,5.15,443.97,d0506_6_main0_34_mono.wav
1718,18,main0,46,4.55,391.86,d1718_18_main0_46_mono.wav
1112,12,main0,28,4.31,371.62,d1112_12_main0_28_mono.wav
1314,14,main0,18,4.67,402.2,d1314_14_main0_18_mono.wav
0910,10,main0,54,5.3,456.38,d0910_10_main0_54_mono.wav
0102,1,main0,55,5.49,472.65,d0102_1_main0_55_mono.wav
1718,17,main0,59,6.0,517.1,d1718_17_main0_59_mono.wav
1920,20,main0,76,4.26,367.31,d1920_20_main0_76_mono.wav
0304,4,main0,54,6.2,534.07,d0304_4_main0_54_mono.wav
1112,11,main0,67,4.69,403.75,d1112_11_main0_67_mono.wav
0506,5,main0,1,5.74,494.1,d0506_5_main0_1_mono.wav
0506,6,main0,4,4.44,382.3,d0506_6_main0_4_mono.wav
0102,2,main0,52,6.36,548.11,d0102_2_main0_52_mono.wav
1112,12,main0,60,5.15,443.54,d1112_12_main0_60_mono.wav
1920,19,main0,47,3.95,340.27,d1920_19_main0_47_mono.wav
0910,10,main0,22,4.06,349.48,d0910_10_main0_22_mono.wav
1314,13,main0,75,3.72,320.54,d1314_13_main0_75_mono.wav
0304,4,main0,6,7.35,633.03,d0304_4_main0_6_mono.wav
0304,4,main0,22,4.34,373.52,d0304_4_main0_22_mono.wav
0102,1,main0,23,8.15,701.85,d0102_1_main0_23_mono.wav
1516,15,main0,77,6.43,554.31,d1516_15_main0_77_mono.wav
1112,11,main0,11,5.62,483.85,d1112_11_main0_11_mono.wav
0304,3,main0,39,6.03,519.42,d0304_3_main0_39_mono.wav
0102,2,main0,24,8.5,732.09,d0102_2_main0_24_mono.wav
1516,16,main0,70,4.77,410.64,d1516_16_main0_70_mono.wav
1718,18,main0,78,4.82,414.86,d1718_18_main0_78_mono.wav
1112,12,main0,16,4.07,350.52,d1112_12_main0_16_mono.wav
1920,19,main0,31,6.91,595.48,d1920_19_main0_31_mono.wav
0304,3,main0,71,4.87,419.42,d0304_3_main0_71_mono.wav
1112,11,main0,59,6.53,562.75,d1112_11_main0_59_mono.wav
1718,17,main0,67,3.32,286.0,d1718_17_main0_67_mono.wav
1920,20,main0,48,6.05,521.32,d1920_20_main0_48_mono.wav
0506,5,main0,45,3.97,341.99,d0506_5_main0_45_mono.wav
1314,14,main0,26,5.77,497.2,d1314_14_main0_26_mono.wav
0506,6,main0,42,4.05,349.23,d0506_6_main0_42_mono.wav
